iter	Passed	Remaining
2504	142656	3274259
2505	142715	3274252
2506	142774	3274246
2507	142860	3274855
2508	142944	3275416
2509	142998	3275293
2510	143068	3275540
2511	143107	3275055
2512	143150	3274698
2513	143191	3274265
2514	143239	3274004
2515	143283	3273656
2516	143324	3273236
2517	143373	3272982
2518	143408	3272438
2519	143440	3271798
2520	143489	3271572
2521	143538	3271324
2522	143573	3270781
2523	143606	3270173
2524	143645	3269703
2525	143684	3269240
2526	143749	3269383
2527	143824	3269726
2528	143924	3270661
2529	143990	3270813
2530	144032	3270406
2531	144086	3270287
2532	144124	3269806
2533	144155	3269161
2534	144243	3269800
2535	144311	3269993
2536	144355	3269654
2537	144396	3269224
2538	144440	3268877
2539	144477	3268369
2540	144518	3267963
2541	144556	3267488
2542	144607	3267284
2543	144668	3267325
2544	144733	3267444
2545	144808	3267797
2546	144863	3267713
2547	144903	3267274
2548	144936	3266679
2549	144971	3266126
2550	145021	3265913
2551	145086	3266033
2552	145137	3265859
2553	145171	3265272
2554	145217	3264979
2555	145261	3264634
2556	145307	3264334
2557	145340	3263740
2558	145399	3263727
2559	145451	3263556
2560	145495	3263225
2561	145540	3262896
2562	145574	3262331
2563	145626	3262162
2564	145670	3261836
2565	145715	3261499
2566	145795	3261962
2567	145877	3262479
2568	145921	3262138
2569	145964	3261768
2570	146008	3261435
2571	146056	3261180
2572	146096	3260735
2573	146135	3260287
2574	146183	3260026
2575	146227	3259701
2576	146274	3259425
2577	146330	3259337
2578	146407	3259727
2579	146473	3259878
2580	146526	3259756
2581	146572	3259459
2582	146615	3259095
2583	146660	3258776
2584	146714	3258650
2585	146755	3258247
2586	146803	3258002
2587	146846	3257629
2588	146883	3257132
2589	146923	3256706
2590	146965	3256335
2591	147009	3255992
2592	147056	3255709
2593	147100	3255380
2594	147139	3254923
2595	147187	3254678
2596	147224	3254188
2597	147260	3253683
2598	147347	3254277
2599	147409	3254340
2600	147451	3253962
2601	147504	3253834
2602	147538	3253282
2603	147579	3252859
2604	147620	3252477
2605	147656	3251945
2606	147697	3251551
2607	147738	3251158
2608	147777	3250717
2609	147821	3250364
2610	147865	3250048
2611	147915	3249826
2612	147955	3249404
2613	147993	3248949
2614	148031	3248490
2615	148076	3248167
2616	148112	3247672
2617	148153	3247274
2618	148200	3247004
2619	148240	3246581
2620	148274	3246027
2621	148308	3245467
2622	148347	3245037
2623	148380	3244475
2624	148418	3244009
2625	148458	3243585
2626	148509	3243415
2627	148554	3243108
2628	148593	3242656
2629	148632	3242225
2630	148681	3241999
2631	148722	3241610
2632	148756	3241071
2633	148799	3240713
2634	148835	3240209
2635	148874	3239763
2636	148959	3240344
2637	149012	3240201
2638	149067	3240106
2639	149107	3239706
2640	149148	3239317
2641	149209	3239355
2642	149255	3239072
2643	149320	3239197
2644	149370	3238986
2645	149414	3238658
2646	149445	3238067
2647	149496	3237877
2648	149536	3237478
2649	149579	3237131
2650	149619	3236711
2651	149654	3236198
2652	149689	3235667
2653	149731	3235298
2654	149773	3234937
2655	149819	3234653
2656	149852	3234087
2657	149885	3233542
2658	149928	3233190
2659	149976	3232954
2660	150021	3232653
2661	150059	3232192
2662	150100	3231806
2663	150137	3231348
2664	150176	3230911
2665	150222	3230628
2666	150266	3230316
2667	150310	3229981
2668	150339	3229338
2669	150369	3228727
2670	150412	3228380
2671	150454	3228020
2672	150494	3227609
2673	150529	3227089
2674	150573	3226775
2675	150620	3226514
2676	150660	3226121
2677	150698	3225678
2678	150737	3225249
2679	150774	3224767
2680	150812	3224330
2681	150846	3223794
2682	150893	3223535
2683	150948	3223464
2684	150986	3223018
2685	151034	3222788
2686	151079	3222480
2687	151123	3222166
2688	151156	3221612
2689	151194	3221166
2690	151235	3220790
2691	151280	3220507
2692	151324	3220191
2693	151360	3219707
2694	151399	3219276
2695	151432	3218735
2696	151476	3218414
2697	151524	3218191
2698	151567	3217837
2699	151610	3217520
2700	151647	3217053
2701	151687	3216646
2702	151715	3215997
2703	151758	3215661
2704	151795	3215200
2705	151828	3214647
2706	151865	3214204
2707	151909	3213885
2708	151948	3213471
2709	151993	3213174
2710	152030	3212712
2711	152069	3212306
2712	152112	3211957
2713	152147	3211460
2714	152182	3210966
2715	152230	3210749
2716	152274	3210436
2717	152312	3209986
2718	152335	3209237
2719	152378	3208916
2720	152430	3208768
2721	152485	3208691
2722	152542	3208658
2723	152592	3208478
2724	152632	3208089
2725	152694	3208149
2726	152762	3208348
2727	152838	3208716
2728	152874	3208232
2729	152922	3208021
2730	152969	3207770
2731	153014	3207470
2732	153054	3207090
2733	153096	3206741
2734	153139	3206415
2735	153199	3206442
2736	153241	3206098
2737	153275	3205565
2738	153317	3205226
2739	153363	3204969
2740	153409	3204691
2741	153455	3204435
2742	153490	3203929
2743	153536	3203667
2744	153577	3203304
2745	153620	3202973
2746	153662	3202638
2747	153701	3202223
2748	153751	3202052
2749	153795	3201741
2750	153862	3201908
2751	153908	3201656
2752	153945	3201198
2753	153981	3200735
2754	154021	3200358
2755	154061	3199972
2756	154102	3199594
2757	154142	3199209
2758	154187	3198925
2759	154226	3198525
2760	154266	3198132
2761	154322	3198095
2762	154356	3197586
2763	154390	3197061
2764	154436	3196817
2765	154478	3196471
2766	154526	3196254
2767	154561	3195760
2768	154612	3195604
2769	154650	3195184
2770	154696	3194916
2771	154734	3194498
2772	154773	3194095
2773	154803	3193509
2774	154845	3193168
2775	154893	3192947
2776	154937	3192641
2777	154972	3192171
2778	155005	3191648
2779	155046	3191288
2780	155087	3190921
2781	155134	3190684
2782	155185	3190530
2783	155230	3190246
2784	155270	3189883
2785	155309	3189481
2786	155363	3189376
2787	155400	3188942
2788	155443	3188625
2789	155481	3188206
2790	155525	3187914
2791	155568	3187601
2792	155604	3187124
2793	155644	3186762
2794	155681	3186314
2795	155717	3185857
2796	155746	3185264
2797	155790	3184953
2798	155823	3184439
2799	155865	3184112
2800	155910	3183832
2801	155945	3183358
2802	155978	3182843
2803	156016	3182420
2804	156049	3181902
2805	156088	3181505
2806	156133	3181233
2807	156170	3180796
2808	156210	3180433
2809	156244	3179944
2810	156285	3179589
2811	156329	3179291
2812	156385	3179253
2813	156420	3178774
2814	156470	3178597
2815	156505	3178130
2816	156554	3177936
2817	156588	3177444
2818	156629	3177095
2819	156671	3176767
2820	156710	3176367
2821	156740	3175791
2822	156786	3175552
2823	156855	3175776
2824	156944	3176395
2825	157001	3176363
2826	157065	3176486
2827	157102	3176043
2828	157141	3175663
2829	157177	3175209
2830	157226	3175025
2831	157262	3174563
2832	157301	3174190
2833	157343	3173845
2834	157387	3173559
2835	157427	3173195
2836	157483	3173141
2837	157524	3172800
2838	157571	3172569
2839	157614	3172259
2840	157656	3171939
2841	157695	3171561
2842	157730	3171095
2843	157763	3170583
2844	157801	3170177
2845	157844	3169873
2846	157912	3170062
2847	157978	3170223
2848	158029	3170075
2849	158067	3169677
2850	158104	3169245
2851	158147	3168934
2852	158194	3168706
2853	158231	3168297
2854	158268	3167862
2855	158310	3167534
2856	158342	3167019
2857	158394	3166888
2858	158438	3166603
2859	158494	3166573
2860	158530	3166114
2861	158574	3165838
2862	158615	3165498
2863	158661	3165252
2864	158700	3164879
2865	158742	3164556
2866	158788	3164296
2867	158823	3163853
2868	158860	3163420
2869	158902	3163098
2870	158946	3162815
2871	158985	3162446
2872	159020	3161983
2873	159053	3161471
2874	159111	3161468
2875	159176	3161612
2876	159228	3161489
2877	159263	3161035
2878	159306	3160735
2879	159347	3160386
2880	159384	3159979
2881	159422	3159568
2882	159461	3159205
2883	159507	3158953
2884	159556	3158785
2885	159589	3158286
2886	159626	3157864
2887	159669	3157564
2888	159705	3157129
2889	159744	3156740
2890	159782	3156347
2891	159821	3155980
2892	159868	3155762
2893	159920	3155647
2894	159966	3155408
2895	160013	3155186
2896	160064	3155035
2897	160105	3154709
2898	160140	3154250
2899	160177	3153831
2900	160221	3153555
2901	160258	3153147
2902	160330	3153424
2903	160375	3153173
2904	160417	3152851
2905	160459	3152527
2906	160502	3152242
2907	160552	3152093
2908	160604	3151958
2909	160648	3151696
2910	160686	3151291
2911	160724	3150913
2912	160767	3150614
2913	160821	3150529
2914	160867	3150291
2915	160915	3150101
2916	160962	3149886
2917	160996	3149408
2918	161029	3148932
2919	161065	3148506
2920	161097	3147999
2921	161158	3148057
2922	161206	3147862
2923	161270	3147974
2924	161314	3147697
2925	161349	3147257
2926	161408	3147269
2927	161468	3147311
2928	161517	3147128
2929	161562	3146884
2930	161623	3146935
2931	161669	3146707
2932	161712	3146410
2933	161752	3146078
2934	161800	3145870
2935	161839	3145514
2936	161879	3145167
2937	161920	3144838
2938	161961	3144508
2939	161995	3144027
2940	162046	3143894
2941	162091	3143648
2942	162132	3143324
2943	162180	3143137
2944	162225	3142872
2945	162269	3142617
2946	162307	3142231
2947	162349	3141918
2948	162398	3141736
2949	162458	3141778
2950	162507	3141603
2951	162564	3141600
2952	162647	3142069
2953	162706	3142088
2954	162754	3141897
2955	162818	3142020
2956	162873	3141972
2957	162919	3141728
2958	162967	3141540
2959	163009	3141241
2960	163051	3140937
2961	163100	3140755
2962	163144	3140492
2963	163189	3140251
2964	163224	3139807
2965	163268	3139542
2966	163316	3139341
2967	163356	3139002
2968	163395	3138629
2969	163435	3138290
2970	163477	3137985
2971	163508	3137474
2972	163556	3137282
2973	163603	3137073
2974	163643	3136721
2975	163691	3136548
2976	163730	3136186
2977	163776	3135950
2978	163820	3135680
2979	163853	3135219
2980	163900	3135004
2981	163969	3135220
2982	164020	3135090
2983	164067	3134881
2984	164126	3134892
2985	164170	3134639
2986	164213	3134357
2987	164266	3134252
2988	164309	3133981
2989	164362	3133889
2990	164403	3133561
2991	164460	3133538
2992	164511	3133422
2993	164561	3133255
2994	164615	3133194
2995	164669	3133122
2996	164721	3133015
2997	164767	3132780
2998	164808	3132466
2999	164855	3132261
3000	164904	3132090
3001	164956	3131976
3002	164995	3131609
3003	165043	3131432
3004	165075	3130946
3005	165124	3130767
3006	165171	3130563
3007	165211	3130224
3008	165248	3129842
3009	165289	3129519
3010	165334	3129280
3011	165386	3129165
3012	165414	3128600
3013	165448	3128144
3014	165509	3128220
3015	165560	3128085
3016	165603	3127803
3017	165664	3127871
3018	165715	3127738
3019	165753	3127371
3020	165804	3127228
3021	165850	3127010
3022	165890	3126680
3023	165941	3126551
3024	165993	3126436
3025	166041	3126250
3026	166101	3126296
3027	166155	3126227
3028	166189	3125777
3029	166234	3125541
3030	166271	3125145
3031	166337	3125304
3032	166386	3125137
3033	166440	3125072
3034	166480	3124723
3035	166516	3124329
3036	166551	3123887
3037	166597	3123671
3038	166644	3123475
3039	166693	3123310
3040	166734	3123000
3041	166774	3122662
3042	166816	3122368
3043	166859	3122095
3044	166896	3121698
3045	166942	3121482
3046	166987	3121252
3047	167031	3120985
3048	167068	3120603
3049	167121	3120516
3050	167158	3120120
3051	167199	3119814
3052	167237	3119447
3053	167268	3118958
3054	167308	3118614
3055	167347	3118264
3056	167391	3118022
3057	167429	3117648
3058	167464	3117233
3059	167509	3116992
3060	167543	3116555
3061	167585	3116265
3062	167620	3115845
3063	167655	3115423
3064	167704	3115260
3065	167749	3115014
3066	167784	3114601
3067	167830	3114376
3068	167885	3114342
3069	167922	3113942
3070	167969	3113755
3071	168019	3113612
3072	168060	3113311
3073	168100	3112972
3074	168147	3112772
3075	168198	3112663
3076	168237	3112312
3077	168281	3112062
3078	168337	3112030
3079	168383	3111811
3080	168427	3111562
3081	168478	3111444
3082	168535	3111423
3083	168579	3111180
3084	168616	3110801
3085	168650	3110353
3086	168715	3110488
3087	168792	3110851
3088	168833	3110553
3089	168873	3110230
3090	168926	3110144
3091	168971	3109911
3092	169031	3109948
3093	169106	3110266
3094	169179	3110560
3095	169241	3110637
3096	169283	3110342
3097	169354	3110585
3098	169403	3110439
3099	169449	3110219
3100	169492	3109943
3101	169528	3109544
3102	169586	3109553
3103	169665	3109945
3104	169745	3110365
3105	169809	3110477
3106	169851	3110199
3107	169892	3109884
3108	169934	3109605
3109	169995	3109659
3110	170039	3109418
3111	170076	3109039
3112	170123	3108840
3113	170159	3108440
3114	170193	3108005
3115	170256	3108102
3116	170325	3108309
3117	170395	3108535
3118	170500	3109409
3119	170544	3109158
3120	170589	3108930
3121	170643	3108853
3122	170697	3108795
3123	170734	3108411
3124	170767	3107973
3125	170812	3107744
3126	170861	3107577
3127	170904	3107310
3128	170947	3107056
3129	170992	3106823
3130	171034	3106528
3131	171079	3106312
3132	171154	3106618
3133	171213	3106641
3134	171252	3106309
3135	171295	3106033
3136	171342	3105857
3137	171381	3105514
3138	171430	3105354
3139	171472	3105068
3140	171513	3104776
3141	171559	3104558
3142	171623	3104669
3143	171663	3104348
3144	171716	3104266
3145	171757	3103982
3146	171812	3103919
3147	171876	3104045
3148	171921	3103816
3149	171994	3104099
3150	172087	3104722
3151	172130	3104471
3152	172186	3104428
3153	172235	3104281
3154	172294	3104299
3155	172351	3104285
3156	172415	3104414
3157	172469	3104333
3158	172517	3104166
3159	172579	3104244
3160	172635	3104209
3161	172703	3104397
3162	172756	3104314
3163	172819	3104410
3164	172859	3104095
3165	172901	3103813
3166	172946	3103597
3167	172997	3103476
3168	173037	3103158
3169	173078	3102859
3170	173126	3102688
3171	173169	3102417
3172	173229	3102467
3173	173286	3102444
3174	173325	3102118
3175	173374	3101963
3176	173410	3101581
3177	173448	3101218
3178	173476	3100687
3179	173506	3100207
3180	173545	3099868
3181	173582	3099508
3182	173631	3099352
3183	173676	3099121
3184	173722	3098914
3185	173755	3098467
3186	173790	3098077
3187	173828	3097719
3188	173870	3097440
3189	173907	3097074
3190	173954	3096885
3191	174004	3096763
3192	174042	3096405
3193	174080	3096065
3194	174124	3095825
3195	174169	3095589
3196	174212	3095342
3197	174254	3095069
3198	174295	3094773
3199	174330	3094371
3200	174361	3093895
3201	174408	3093707
3202	174456	3093533
3203	174501	3093308
3204	174547	3093109
3205	174589	3092834
3206	174643	3092769
3207	174674	3092308
3208	174712	3091968
3209	174747	3091553
3210	174783	3091177
3211	174827	3090933
3212	174859	3090485
3213	174913	3090431
3214	174951	3090091
3215	174995	3089844
3216	175035	3089541
3217	175092	3089527
3218	175124	3089079
3219	175155	3088615
3220	175232	3088952
3221	175287	3088905
3222	175333	3088704
3223	175365	3088252
3224	175404	3087927
3225	175447	3087673
3226	175486	3087356
3227	175519	3086932
3228	175561	3086659
3229	175595	3086247
3230	175640	3086012
3231	175690	3085886
3232	175734	3085645
3233	175795	3085719
3234	175878	3086169
3235	175946	3086349
3236	175984	3085999
3237	176032	3085833
3238	176077	3085618
3239	176113	3085250
3240	176159	3085049
3241	176200	3084756
3242	176238	3084420
3243	176274	3084044
3244	176310	3083675
3245	176359	3083520
3246	176401	3083251
3247	176439	3082905
3248	176492	3082841
3249	176537	3082612
3250	176583	3082411
3251	176618	3082019
3252	176655	3081662
3253	176694	3081355
3254	176731	3080989
3255	176771	3080690
3256	176839	3080877
3257	176914	3081174
3258	176963	3081039
3259	177023	3081079
3260	177068	3080853
3261	177114	3080658
3262	177156	3080395
3263	177207	3080287
3264	177251	3080053
3265	177291	3079746
3266	177331	3079449
3267	177368	3079088
3268	177406	3078754
3269	177445	3078433
3270	177495	3078312
3271	177539	3078072
3272	177577	3077742
3273	177632	3077690
3274	177680	3077534
3275	177731	3077428
3276	177777	3077230
3277	177821	3076998
3278	177893	3077242
3279	177965	3077503
3280	177993	3076986
3281	178035	3076728
3282	178078	3076483
3283	178114	3076112
3284	178149	3075727
3285	178184	3075337
3286	178227	3075083
3287	178265	3074762
3288	178299	3074349
3289	178340	3074072
3290	178381	3073784
3291	178419	3073463
3292	178466	3073277
3293	178505	3072964
3294	178553	3072798
3295	178589	3072424
3296	178634	3072212
3297	178664	3071748
3298	178696	3071317
3299	178739	3071071
3300	178775	3070697
3301	178831	3070675
3302	178871	3070384
3303	178922	3070272
3304	178987	3070405
3305	179026	3070093
3306	179071	3069875
3307	179115	3069657
3308	179167	3069559
3309	179205	3069227
3310	179236	3068787
3311	179278	3068521
3312	179323	3068311
3313	179369	3068124
3314	179420	3068006
3315	179472	3067920
3316	179506	3067523
3317	179550	3067293
3318	179577	3066769
3319	179650	3067050
3320	179691	3066773
3321	179735	3066548
3322	179770	3066155
3323	179818	3066007
3324	179873	3065964
3325	179932	3065988
3326	179993	3066048
3327	180046	3065975
3328	180093	3065804
3329	180138	3065596
3330	180170	3065174
3331	180217	3065002
3332	180255	3064661
3333	180306	3064566
3334	180371	3064684
3335	180414	3064457
3336	180455	3064177
3337	180512	3064172
3338	180564	3064076
3339	180614	3063949
3340	180654	3063663
3341	180688	3063278
3342	180730	3063020
3343	180762	3062585
3344	180810	3062431
3345	180846	3062072
3346	180891	3061863
3347	180938	3061682
3348	180985	3061518
3349	181016	3061069
3350	181063	3060894
3351	181109	3060705
3352	181154	3060496
3353	181197	3060255
3354	181245	3060105
3355	181285	3059808
3356	181325	3059519
3357	181376	3059419
3358	181423	3059249
3359	181476	3059166
3360	181519	3058931
3361	181571	3058848
3362	181618	3058682
3363	181662	3058445
3364	181698	3058093
3365	181804	3058909
3366	181918	3059878
3367	181960	3059619
3368	182010	3059492
3369	182082	3059744
3370	182169	3060234
3371	182207	3059914
3372	182254	3059742
3373	182295	3059475
3374	182369	3059755
3375	182428	3059780
3376	182492	3059891
3377	182543	3059797
3378	182589	3059597
3379	182628	3059292
3380	182671	3059064
3381	182741	3059271
3382	182805	3059391
3383	182883	3059739
3384	183000	3060725
3385	183077	3061056
3386	183129	3060966
3387	183176	3060801
3388	183228	3060707
3389	183269	3060446
3390	183315	3060247
3391	183354	3059939
3392	183395	3059668
3393	183432	3059340
3394	183469	3058988
3395	183519	3058876
3396	183568	3058743
3397	183619	3058624
3398	183677	3058637
3399	183717	3058356
3400	183759	3058104
3401	183797	3057779
3402	183858	3057837
3403	183892	3057452
3404	183938	3057269
3405	183993	3057227
3406	184034	3056959
3407	184076	3056702
3408	184111	3056340
3409	184160	3056206
3410	184202	3055939
3411	184250	3055790
3412	184287	3055451
3413	184327	3055174
3414	184361	3054786
3415	184399	3054473
3416	184439	3054174
3417	184470	3053753
3418	184519	3053616
3419	184561	3053353
3420	184602	3053096
3421	184647	3052888
3422	184685	3052579
3423	184734	3052432
3424	184780	3052247
3425	184817	3051908
3426	184867	3051798
3427	184910	3051554
3428	184946	3051212
3429	185006	3051252
3430	185047	3050987
3431	185102	3050952
3432	185152	3050836
3433	185194	3050591
3434	185234	3050297
3435	185270	3049961
3436	185312	3049707
3437	185355	3049472
3438	185397	3049213
3439	185443	3049033
3440	185484	3048771
3441	185525	3048510
3442	185576	3048404
3443	185614	3048094
3444	185653	3047792
3445	185702	3047652
3446	185752	3047532
3447	185804	3047458
3448	185855	3047354
3449	185915	3047390
3450	185967	3047316
3451	186009	3047060
3452	186040	3046637
3453	186081	3046374
3454	186125	3046159
3455	186170	3045960
3456	186220	3045833
3457	186266	3045658
3458	186306	3045382
3459	186345	3045078
3460	186383	3044759
3461	186433	3044656
3462	186475	3044394
3463	186533	3044421
3464	186612	3044779
3465	186695	3045196
3466	186750	3045160
3467	186805	3045120
3468	186865	3045163
3469	186925	3045218
3470	186996	3045442
3471	187059	3045534
3472	187107	3045378
3473	187167	3045430
3474	187234	3045588
3475	187319	3046043
3476	187398	3046395
3477	187446	3046242
3478	187500	3046187
3479	187567	3046362
3480	187634	3046516
3481	187681	3046349
3482	187749	3046522
3483	187831	3046929
3484	187915	3047359
3485	187962	3047190
3486	188002	3046906
3487	188050	3046762
3488	188110	3046813
3489	188150	3046525
3490	188185	3046171
3491	188249	3046282
3492	188319	3046476
3493	188376	3046474
3494	188445	3046678
3495	188530	3047110
3496	188622	3047684
3497	188697	3047967
3498	188780	3048377
3499	188859	3048728
3500	188928	3048916
3501	189023	3049532
3502	189071	3049385
3503	189144	3049627
3504	189220	3049926
3505	189265	3049736
3506	189308	3049500
3507	189387	3049858
3508	189464	3050169
3509	189517	3050102
3510	189566	3049967
3511	189607	3049693
3512	189658	3049604
3513	189704	3049410
3514	189760	3049390
3515	189813	3049331
3516	189865	3049233
3517	189924	3049269
3518	189964	3048988
3519	190009	3048788
3520	190048	3048490
3521	190094	3048307
3522	190130	3047973
3523	190179	3047837
3524	190221	3047589
3525	190267	3047413
3526	190308	3047155
3527	190360	3047056
3528	190413	3046999
3529	190451	3046679
3530	190494	3046453
3531	190544	3046341
3532	190587	3046110
3533	190642	3046074
3534	190687	3045880
3535	190741	3045815
3536	190790	3045681
3537	190843	3045612
3538	190896	3045555
3539	190948	3045469
3540	190994	3045291
3541	191033	3044990
3542	191080	3044833
3543	191131	3044723
3544	191179	3044574
3545	191223	3044375
3546	191279	3044353
3547	191324	3044150
3548	191371	3043985
3549	191413	3043747
3550	191456	3043518
3551	191496	3043248
3552	191543	3043081
3553	191581	3042765
3554	191629	3042622
3555	191665	3042278
3556	191713	3042145
3557	191756	3041905
3558	191805	3041776
3559	191854	3041654
3560	191906	3041561
3561	191945	3041282
3562	191997	3041195
3563	192046	3041059
3564	192118	3041287
3565	192241	3042333
3566	192340	3042985
3567	192440	3043659
3568	192501	3043720
3569	192590	3044230
3570	192665	3044499
3571	192742	3044809
3572	192797	3044772
3573	192844	3044616
3574	192922	3044932
3575	192991	3045121
3576	193051	3045168
3577	193116	3045286
3578	193166	3045169
3579	193256	3045676
3580	193336	3046034
3581	193368	3045628
3582	193424	3045617
3583	193491	3045765
3584	193566	3046042
3585	193628	3046114
3586	193730	3046812
3587	193778	3046665
3588	193844	3046799
3589	193896	3046711
3590	193947	3046604
3591	193993	3046435
3592	194050	3046429
3593	194109	3046445
3594	194186	3046753
3595	194299	3047624
3596	194392	3048189
3597	194436	3047976
3598	194490	3047920
3599	194547	3047910
3600	194622	3048180
3601	194696	3048450
3602	194757	3048502
3603	194826	3048684
3604	194861	3048320
3605	194913	3048237
3606	194972	3048268
3607	195025	3048194
3608	195075	3048074
3609	195143	3048238
3610	195192	3048099
3611	195242	3047991
3612	195311	3048172
3613	195386	3048446
3614	195433	3048270
3615	195506	3048511
3616	195581	3048795
3617	195635	3048733
3618	195705	3048931
3619	195770	3049052
3620	195838	3049210
3621	195904	3049339
3622	195968	3049431
3623	196052	3049850
3624	196104	3049769
3625	196175	3049972
3626	196226	3049870
3627	196284	3049876
3628	196355	3050088
3629	196412	3050074
3630	196483	3050283
3631	196552	3050463
3632	196617	3050569
3633	196668	3050467
3634	196748	3050813
3635	196816	3050986
3636	196867	3050874
3637	196946	3051209
3638	197004	3051210
3639	197080	3051493
3640	197194	3052367
3641	197271	3052667
3642	197340	3052838
3643	197416	3053131
3644	197518	3053809
3645	197618	3054464
3646	197683	3054580
3647	197763	3054927
3648	197847	3055325
3649	197946	3055968
3650	198022	3056243
3651	198103	3056611
3652	198166	3056697
3653	198271	3057418
3654	198360	3057900
3655	198425	3058011
3656	198494	3058184
3657	198562	3058344
3658	198647	3058758
3659	198715	3058921
3660	198775	3058954
3661	198851	3059232
3662	198916	3059339
3663	198952	3059000
3664	199015	3059085
3665	199062	3058920
3666	199105	3058692
3667	199137	3058294
3668	199199	3058360
3669	199244	3058159
3670	199284	3057885
3671	199331	3057725
3672	199382	3057610
3673	199431	3057474
3674	199462	3057067
3675	199511	3056936
3676	199551	3056659
3677	199608	3056644
3678	199639	3056234
3679	199680	3055976
3680	199726	3055799
3681	199761	3055452
3682	199815	3055393
3683	199869	3055329
3684	199911	3055097
3685	199952	3054843
3686	199995	3054604
3687	200037	3054367
3688	200086	3054235
3689	200133	3054073
3690	200170	3053752
3691	200223	3053674
3692	200263	3053412
3693	200322	3053429
3694	200373	3053324
3695	200414	3053069
3696	200463	3052938
3697	200506	3052705
3698	200550	3052504
3699	200621	3052707
3700	200684	3052783
3701	200770	3053207
3702	200900	3054305
3703	200983	3054691
3704	201036	3054622
3705	201087	3054505
3706	201183	3055088
3707	201261	3055394
3708	201327	3055514
3709	201399	3055740
3710	201464	3055848
3711	201495	3055432
3712	201566	3055640
3713	201673	3056382
3714	201746	3056610
3715	201799	3056538
3716	201868	3056699
3717	201938	3056880
3718	201995	3056871
3719	202067	3057090
3720	202138	3057284
3721	202225	3057717
3722	202295	3057913
3723	202364	3058073
3724	202477	3058902
3725	202522	3058710
3726	202597	3058963
3727	202661	3059057
3728	202716	3059008
3729	202762	3058838
3730	202828	3058950
3731	202882	3058898
3732	202939	3058882
3733	202980	3058625
3734	203035	3058584
3735	203093	3058577
3736	203146	3058507
3737	203209	3058573
3738	203255	3058401
3739	203326	3058603
3740	203372	3058408
3741	203426	3058357
3742	203491	3058466
3743	203559	3058617
3744	203640	3058959
3745	203693	3058884
3746	203759	3059004
3747	203841	3059362
3748	203913	3059567
3749	203977	3059667
3750	204029	3059565
3751	204081	3059478
3752	204143	3059541
3753	204199	3059514
3754	204267	3059664
3755	204342	3059917
3756	204402	3059950
3757	204487	3060347
3758	204564	3060624
3759	204603	3060343
3760	204673	3060520
3761	204716	3060301
3762	204770	3060231
3763	204828	3060241
3764	204915	3060677
3765	204975	3060698
3766	205052	3060985
3767	205123	3061177
3768	205190	3061303
3769	205263	3061536
3770	205317	3061461
3771	205380	3061535
3772	205435	3061494
3773	205521	3061918
3774	205654	3063019
3775	205739	3063425
3776	205827	3063876
3777	205893	3063988
3778	205966	3064214
3779	206013	3064046
3780	206064	3063929
3781	206122	3063932
3782	206166	3063717
3783	206206	3063450
3784	206241	3063105
3785	206281	3062840
3786	206328	3062680
3787	206372	3062467
3788	206420	3062310
3789	206468	3062158
3790	206504	3061827
3791	206554	3061711
3792	206599	3061520
3793	206688	3061975
3794	206738	3061860
3795	206780	3061608
3796	206824	3061409
3797	206862	3061100
3798	206901	3060823
3799	206941	3060548
3800	206981	3060291
3801	207029	3060136
3802	207068	3059853
3803	207107	3059577
3804	207154	3059403
3805	207194	3059141
3806	207232	3058849
3807	207273	3058594
3808	207321	3058441
3809	207366	3058247
3810	207395	3057822
3811	207435	3057548
3812	207471	3057222
3813	207508	3056914
3814	207557	3056781
3815	207645	3057217
3816	207734	3057672
3817	207815	3058008
3818	207870	3057969
3819	207921	3057861
3820	207993	3058064
3821	208037	3057856
3822	208088	3057755
3823	208142	3057689
3824	208191	3057555
3825	208230	3057281
3826	208283	3057198
3827	208322	3056923
3828	208376	3056856
3829	208435	3056873
3830	208483	3056724
3831	208523	3056459
3832	208567	3056249
3833	208603	3055925
3834	208653	3055809
3835	208715	3055867
3836	208772	3055853
3837	208820	3055699
3838	208875	3055650
3839	208919	3055440
3840	208981	3055501
3841	209040	3055519
3842	209078	3055226
3843	209121	3054994
3844	209160	3054717
3845	209207	3054554
3846	209241	3054214
3847	209288	3054044
3848	209337	3053911
3849	209384	3053751
3850	209426	3053508
3851	209472	3053343
3852	209515	3053114
3853	209557	3052886
3854	209592	3052542
3855	209644	3052458
3856	209699	3052411
3857	209744	3052220
3858	209791	3052066
3859	209829	3051770
3860	209874	3051579
3861	209919	3051387
3862	209965	3051215
3863	210021	3051177
3864	210061	3050912
3865	210112	3050817
3866	210156	3050607
3867	210214	3050605
3868	210290	3050876
3869	210340	3050749
3870	210385	3050568
3871	210427	3050327
3872	210476	3050199
3873	210530	3050131
3874	210569	3049863
3875	210615	3049687
3876	210657	3049458
3877	210703	3049278
3878	210751	3049134
3879	210792	3048879
3880	210836	3048681
3881	210874	3048389
3882	210918	3048183
3883	210965	3048022
3884	211014	3047900
3885	211066	3047813
3886	211120	3047746
3887	211166	3047569
3888	211221	3047534
3889	211263	3047300
3890	211300	3046997
3891	211399	3047590
3892	211450	3047487
3893	211483	3047121
3894	211538	3047077
3895	211577	3046796
3896	211624	3046636
3897	211671	3046486
3898	211720	3046352
3899	211771	3046256
3900	211844	3046469
3901	211899	3046427
