iter	Passed	Remaining
955	57993	3581739
956	58046	3581240
957	58086	3579914
958	58130	3578832
959	58177	3577907
960	58218	3576673
961	58256	3575185
962	58302	3574225
963	58338	3572718
964	58385	3571803
965	58435	3571106
966	58481	3570148
967	58523	3568993
968	58582	3568811
969	58628	3567858
970	58673	3566847
971	58741	3567271
972	58791	3566607
973	58838	3565687
974	58891	3565189
975	58928	3563754
976	58980	3563139
977	59031	3562516
978	59078	3561683
979	59137	3561523
980	59185	3560750
981	59242	3560456
982	59292	3559793
983	59337	3558790
984	59375	3557408
985	59423	3556639
986	59466	3555501
987	59519	3555040
988	59560	3553841
989	59618	3553615
990	59677	3553520
991	59723	3552593
992	59773	3551934
993	59825	3551355
994	59873	3550601
995	59911	3549187
996	59956	3548275
997	59998	3547100
998	60033	3545600
999	60080	3544762
1000	60138	3544559
1001	60180	3543454
1002	60221	3542285
1003	60271	3541616
1004	60320	3540879
1005	60365	3539976
1006	60400	3538426
1007	60441	3537283
1008	60475	3535679
1009	60516	3534511
1010	60549	3532871
1011	60591	3531784
1012	60628	3530373
1013	60668	3529167
1014	60705	3527804
1015	60744	3526538
1016	60801	3526294
1017	60856	3525992
1018	60935	3527003
1019	60988	3526576
1020	61052	3526728
1021	61146	3528693
1022	61240	3530563
1023	61295	3530234
1024	61375	3531308
1025	61425	3530719
1026	61490	3530920
1027	61546	3530647
1028	61618	3531308
1029	61683	3531528
1030	61734	3530983
1031	61797	3531088
1032	61856	3530968
1033	61934	3531917
1034	61981	3531173
1035	62048	3531476
1036	62112	3531658
1037	62196	3532951
1038	62234	3531652
1039	62282	3530936
1040	62346	3531090
1041	62411	3531345
1042	62487	3532198
1043	62548	3532186
1044	62587	3530956
1045	62637	3530357
1046	62693	3530055
1047	62773	3531115
1048	62830	3530904
1049	62894	3531087
1050	62991	3533121
1051	63062	3533650
1052	63103	3532562
1053	63188	3533865
1054	63254	3534172
1055	63333	3535156
1056	63432	3537272
1057	63511	3538247
1058	63581	3538778
1059	63631	3538140
1060	63697	3538400
1061	63762	3538657
1062	63831	3539095
1063	63905	3539762
1064	63964	3539652
1065	64035	3540240
1066	64101	3540472
1067	64157	3540191
1068	64244	3541640
1069	64303	3541494
1070	64331	3539693
1071	64389	3539486
1072	64452	3539581
1073	64494	3538559
1074	64551	3538300
1075	64628	3539188
1076	64703	3539954
1077	64770	3540266
1078	64838	3540629
1079	64959	3543904
1080	65026	3544205
1081	65084	3544028
1082	65166	3545139
1083	65244	3546092
1084	65309	3546262
1085	65380	3546810
1086	65456	3547592
1087	65537	3548654
1088	65629	3550323
1089	65700	3550838
1090	65772	3551439
1091	65860	3552869
1092	65951	3554444
1093	66041	3556002
1094	66112	3556516
1095	66189	3557349
1096	66284	3559119
1097	66351	3559434
1098	66432	3560479
1099	66498	3560708
1100	66544	3559854
1101	66606	3559863
1102	66691	3561115
1103	66774	3562290
1104	66858	3563489
1105	66926	3563820
1106	67014	3565233
1107	67085	3565718
1108	67143	3565490
1109	67197	3565106
1110	67253	3564815
1111	67320	3565078
1112	67402	3566149
1113	67480	3567029
1114	67513	3565482
1115	67613	3567496
1116	67665	3567033
1117	67710	3566145
1118	67782	3566643
1119	67891	3569129
1120	68032	3573294
1121	68124	3574912
1122	68195	3575363
1123	68264	3575745
1124	68370	3578063
1125	68428	3577866
1126	68484	3577550
1127	68553	3577904
1128	68655	3580003
1129	68720	3580156
1130	68783	3580219
1131	68834	3579621
1132	68911	3580406
1133	68959	3579714
1134	68993	3578257
1135	69053	3578150
1136	69105	3577606
1137	69158	3577167
1138	69208	3576543
1139	69263	3576175
1140	69304	3575092
1141	69353	3574456
1142	69384	3572868
1143	69429	3571965
1144	69471	3570956
1145	69531	3570859
1146	69586	3570502
1147	69671	3571675
1148	69743	3572204
1149	69832	3573597
1150	69876	3572706
1151	69931	3572351
1152	69987	3572045
1153	70034	3571248
1154	70088	3570870
1155	70165	3571624
1156	70206	3570572
1157	70250	3569677
1158	70299	3568994
1159	70336	3567760
1160	70386	3567138
1161	70437	3566600
1162	70480	3565639
1163	70514	3564255
1164	70567	3563834
1165	70617	3563225
1166	70669	3562700
1167	70717	3562026
1168	70761	3561130
1169	70799	3559928
1170	70845	3559148
1171	70910	3559306
1172	70967	3559104
1173	71012	3558222
1174	71058	3557457
1175	71113	3557128
1176	71174	3557089
1177	71214	3556020
1178	71261	3555267
1179	71317	3554977
1180	71360	3554052
1181	71399	3552917
1182	71436	3551714
1183	71482	3550924
1184	71540	3550761
1185	71595	3550458
1186	71644	3549792
1187	71689	3548985
1188	71732	3548063
1189	71795	3548121
1190	71849	3547790
1191	71906	3547532
1192	71955	3546920
1193	71993	3545787
1194	72036	3544834
1195	72075	3543760
1196	72124	3543153
1197	72225	3545101
1198	72258	3543699
1199	72329	3544131
1200	72386	3543949
1201	72444	3543744
1202	72505	3543734
1203	72558	3543293
1204	72608	3542761
1205	72675	3543042
1206	72738	3543090
1207	72786	3542454
1208	72862	3543130
1209	72941	3544014
1210	72992	3543496
1211	73075	3544527
1212	73142	3544766
1213	73268	3547916
1214	73325	3547668
1215	73380	3547390
1216	73452	3547848
1217	73501	3547268
1218	73585	3548347
1219	73638	3547903
1220	73711	3548488
1221	73766	3548154
1222	73824	3547961
1223	73883	3547837
1224	73941	3547700
1225	74003	3547716
1226	74054	3547174
1227	74112	3547038
1228	74180	3547312
1229	74242	3547361
1230	74300	3547150
1231	74354	3546796
1232	74416	3546846
1233	74460	3545989
1234	74513	3545558
1235	74560	3544891
1236	74597	3543703
1237	74642	3542948
1238	74694	3542461
1239	74739	3541670
1240	74788	3541086
1241	74835	3540411
1242	74893	3540220
1243	74942	3539665
1244	75003	3539644
1245	75048	3538863
1246	75098	3538295
1247	75147	3537706
1248	75201	3537381
1249	75247	3536627
1250	75324	3537374
1251	75398	3537960
1252	75454	3537709
1253	75498	3536857
1254	75538	3535863
1255	75575	3534726
1256	75627	3534271
1257	75724	3535939
1258	75772	3535308
1259	75824	3534844
1260	75903	3535680
1261	76004	3537539
1262	76044	3536512
1263	76110	3536722
1264	76178	3537026
1265	76237	3536901
1266	76289	3536474
1267	76333	3535670
1268	76384	3535190
1269	76435	3534669
1270	76507	3535188
1271	76553	3534470
1272	76593	3533483
1273	76642	3532876
1274	76687	3532122
1275	76732	3531362
1276	76783	3530910
1277	76818	3529700
1278	76857	3528646
1279	76898	3527720
1280	76956	3527545
1281	77004	3526936
1282	77050	3526266
1283	77100	3525706
1284	77151	3525258
1285	77205	3524919
1286	77248	3524091
1287	77294	3523365
1288	77343	3522815
1289	77396	3522428
1290	77444	3521828
1291	77487	3521004
1292	77533	3520324
1293	77570	3519218
1294	77610	3518232
1295	77657	3517617
1296	77700	3516748
1297	77743	3515966
1298	77793	3515448
1299	77833	3514480
1300	77880	3513827
1301	77932	3513438
1302	77976	3512637
1303	78035	3512548
1304	78080	3511819
1305	78118	3510767
1306	78194	3511438
1307	78240	3510769
1308	78293	3510414
1309	78337	3509622
1310	78395	3509494
1311	78438	3508701
1312	78482	3507911
1313	78557	3508553
1314	78612	3508289
1315	78689	3508974
1316	78770	3509857
1317	78827	3509661
1318	78872	3508955
1319	78925	3508593
1320	78983	3508457
1321	79029	3507770
1322	79086	3507611
1323	79134	3507029
1324	79190	3506802
1325	79241	3506348
1326	79286	3505631
1327	79337	3505183
1328	79388	3504725
1329	79433	3504034
1330	79501	3504339
1331	79588	3505458
1332	79639	3505016
1333	79716	3505721
1334	79767	3505292
1335	79805	3504271
1336	79854	3503731
1337	79906	3503330
1338	79939	3502131
1339	79981	3501287
1340	80032	3500847
1341	80075	3500039
1342	80112	3498999
1343	80160	3498424
1344	80214	3498135
1345	80264	3497651
1346	80313	3497131
1347	80353	3496217
1348	80400	3495594
1349	80440	3494697
1350	80494	3494396
1351	80533	3493448
1352	80581	3492870
1353	80627	3492223
1354	80672	3491530
1355	80718	3490883
1356	80762	3490176
1357	80813	3489743
1358	80851	3488753
1359	80889	3487783
1360	80939	3487307
1361	80973	3486156
1362	81029	3485952
1363	81085	3485719
1364	81123	3484750
1365	81166	3483965
1366	81210	3483257
1367	81260	3482808
1368	81366	3484722
1369	81441	3485345
1370	81520	3486118
1371	81604	3487110
1372	81658	3486798
1373	81742	3487785
1374	81804	3487826
1375	81868	3487980
1376	81937	3488336
1377	82039	3490051
1378	82140	3491787
1379	82232	3493113
1380	82299	3493332
1381	82393	3494748
1382	82463	3495111
1383	82525	3495187
1384	82588	3495253
1385	82628	3494361
1386	82683	3494126
1387	82737	3493827
1388	82871	3496883
1389	82953	3497792
1390	83010	3497581
1391	83081	3498001
1392	83120	3497076
1393	83196	3497707
1394	83240	3497001
1395	83298	3496857
1396	83347	3496374
1397	83387	3495467
1398	83433	3494848
1399	83467	3493722
1400	83517	3493241
1401	83557	3492357
1402	83597	3491487
1403	83637	3490623
1404	83684	3490016
1405	83730	3489411
1406	83769	3488475
1407	83820	3488070
1408	83853	3486913
1409	83901	3486363
1410	83949	3485840
1411	84012	3485915
1412	84055	3485168
1413	84101	3484567
1414	84149	3484007
1415	84199	3483583
1416	84231	3482362
1417	84277	3481769
1418	84323	3481156
1419	84362	3480268
1420	84402	3479397
1421	84441	3478502
1422	84483	3477703
1423	84514	3476491
1424	84560	3475886
1425	84595	3474839
1426	84649	3474548
1427	84701	3474197
1428	84749	3473671
1429	84789	3472805
1430	84828	3471932
1431	84872	3471238
1432	84915	3470529
1433	84965	3470089
1434	85004	3469173
1435	85047	3468469
1436	85086	3467577
1437	85124	3466648
1438	85168	3465980
1439	85223	3465774
1440	85261	3464823
1441	85295	3463736
1442	85338	3463052
1443	85381	3462307
1444	85421	3461495
1445	85465	3460837
1446	85502	3459878
1447	85542	3459026
1448	85594	3458674
1449	85629	3457658
1450	85669	3456828
1451	85718	3456379
1452	85766	3455859
1453	85815	3455395
1454	85857	3454646
1455	85903	3454058
1456	85949	3453482
1457	85997	3452987
1458	86050	3452706
1459	86090	3451862
1460	86134	3451229
1461	86179	3450618
1462	86226	3450066
1463	86267	3449271
1464	86311	3448628
1465	86352	3447870
1466	86396	3447220
1467	86440	3446559
1468	86478	3445641
1469	86536	3445558
1470	86600	3445700
1471	86662	3445784
1472	86705	3445083
1473	86739	3444043
1474	86776	3443104
1475	86813	3442192
1476	86860	3441666
1477	86915	3441454
1478	86973	3441373
1479	87020	3440850
1480	87121	3442456
1481	87178	3442304
1482	87256	3443010
1483	87305	3442580
1484	87359	3442310
1485	87410	3441931
1486	87455	3441345
1487	87494	3440503
1488	87536	3439786
1489	87574	3438911
1490	87625	3438561
1491	87663	3437662
1492	87713	3437270
1493	87753	3436484
1494	87797	3435865
1495	87839	3435121
1496	87884	3434549
1497	87927	3433862
