iter	SMAPE	RMSE
2050	3.362762401	3.063101156
2051	3.361815823	3.062379284
2052	3.361097595	3.061654943
2053	3.360711056	3.061372419
2054	3.360271601	3.060991408
2055	3.359568331	3.060231957
2056	3.358584675	3.059492028
2057	3.357854083	3.05888295
2058	3.356992275	3.058048695
2059	3.356562165	3.057549388
2060	3.355734944	3.056875461
2061	3.355085771	3.056254467
2062	3.353986833	3.055440378
2063	3.353003982	3.054535634
2064	3.352588974	3.054008635
2065	3.352071664	3.053490784
2066	3.351249287	3.05264983
2067	3.350497254	3.051996787
2068	3.349615135	3.051216483
2069	3.349012363	3.05071803
2070	3.348380657	3.050056112
2071	3.347588112	3.049497424
2072	3.346455318	3.048301814
2073	3.345826804	3.04773868
2074	3.344987259	3.046691386
2075	3.343980811	3.045996048
2076	3.343824871	3.045792566
2077	3.343323485	3.045419354
2078	3.342886917	3.044960542
2079	3.342212633	3.044294003
2080	3.341488518	3.043380766
2081	3.340698849	3.042592835
2082	3.340026205	3.042092598
2083	3.339488275	3.041674876
2084	3.33899458	3.041155481
2085	3.337739546	3.040060593
2086	3.336889951	3.039486271
2087	3.336088577	3.038900495
2088	3.335161468	3.038269651
2089	3.334582838	3.037669147
2090	3.333921363	3.036948454
2091	3.333066976	3.036237797
2092	3.332017852	3.034984893
2093	3.33140847	3.034114104
2094	3.33046611	3.033278252
2095	3.329544829	3.03258959
2096	3.328621743	3.031516102
2097	3.327887951	3.030994268
2098	3.327347504	3.030571454
2099	3.326529111	3.029842354
2100	3.325735467	3.028930743
2101	3.324830727	3.028217939
2102	3.324042615	3.027611996
2103	3.323514123	3.027223319
2104	3.323217105	3.026839474
2105	3.322944102	3.026634539
2106	3.321640495	3.025538336
2107	3.320690962	3.024694675
2108	3.319968785	3.024026958
2109	3.319263799	3.023356612
2110	3.318707072	3.022915741
2111	3.31799731	3.02247651
2112	3.316887178	3.021420289
2113	3.316091927	3.020828645
2114	3.315299669	3.020207734
2115	3.31422429	3.019407804
2116	3.313565117	3.018740425
2117	3.313044343	3.018333985
2118	3.312585906	3.017971483
2119	3.31199053	3.01745608
2120	3.311318768	3.016839431
2121	3.310975136	3.016590957
2122	3.309982513	3.015589968
2123	3.309403614	3.01511297
2124	3.308864986	3.014665973
2125	3.308083888	3.01377916
2126	3.307011379	3.0128914
2127	3.306641721	3.012420998
2128	3.306118455	3.011588345
2129	3.30549915	3.010861509
2130	3.30490521	3.010180422
2131	3.30403161	3.009403205
2132	3.303642684	3.008866435
2133	3.30283346	3.007924862
2134	3.302030873	3.007087711
2135	3.301222969	3.006383848
2136	3.300507636	3.005867286
2137	3.299308588	3.004853806
2138	3.298332964	3.004052584
2139	3.29762455	3.003232381
2140	3.297124125	3.002805077
2141	3.296109006	3.001893347
2142	3.295132818	3.001034189
2143	3.294648001	3.000512134
2144	3.293953584	2.999903295
2145	3.292781712	2.99885124
2146	3.292549157	2.998498632
2147	3.291848332	2.997863349
2148	3.291185228	2.997402333
2149	3.290649603	2.996546049
2150	3.290125932	2.995987518
2151	3.289408333	2.995362963
2152	3.288870439	2.994907449
2153	3.288331171	2.994457303
2154	3.287865562	2.994093468
2155	3.287021324	2.993260456
2156	3.286687963	2.992941216
2157	3.286100954	2.992228372
2158	3.285545592	2.991627032
2159	3.284900625	2.990971253
2160	3.284615968	2.990743394
2161	3.283594478	2.989932095
2162	3.282828367	2.988945684
2163	3.282142514	2.988212974
2164	3.281551269	2.987501078
2165	3.280768217	2.986852398
2166	3.279780402	2.986014155
2167	3.279223456	2.985590412
2168	3.278190396	2.984831678
2169	3.27749286	2.984219701
2170	3.276579069	2.983622017
2171	3.275606333	2.982826561
2172	3.274886994	2.982296932
2173	3.274090843	2.981626502
2174	3.273711466	2.981277169
2175	3.272805588	2.980362093
2176	3.27219163	2.979694689
2177	3.27136904	2.978864516
2178	3.270853034	2.97837964
2179	3.270260887	2.9779841
2180	3.269398883	2.977354903
2181	3.268790616	2.976829466
2182	3.26815689	2.976090828
2183	3.267438946	2.975505046
2184	3.267151496	2.975168934
2185	3.266586247	2.974554049
2186	3.265948905	2.974079645
2187	3.264898978	2.9731863
2188	3.264254243	2.972800598
2189	3.263455821	2.971851655
2190	3.26285039	2.971044362
2191	3.262510954	2.970747872
2192	3.262194577	2.970308041
2193	3.261453947	2.969571595
2194	3.260631931	2.96875485
2195	3.259872414	2.967984133
2196	3.258864915	2.967134397
2197	3.258461159	2.96667288
2198	3.257665835	2.965941778
2199	3.256724144	2.965114635
2200	3.255670961	2.964236298
2201	3.254730586	2.963528745
2202	3.254062525	2.962991236
2203	3.252664919	2.961811326
2204	3.251806292	2.961274723
2205	3.251274669	2.960646058
2206	3.250617348	2.960016653
2207	3.249717503	2.959377186
2208	3.248998693	2.958657945
2209	3.248706412	2.958343195
2210	3.247695747	2.957730828
2211	3.247436895	2.957450165
2212	3.246758	2.956872616
2213	3.24587871	2.956185128
2214	3.245417577	2.955731442
2215	3.244741765	2.955168429
2216	3.244088422	2.954505564
2217	3.243281365	2.953966993
2218	3.24285749	2.953610338
2219	3.242125224	2.953023776
2220	3.241360544	2.952375352
2221	3.240599324	2.95171204
2222	3.239965189	2.951093398
2223	3.239463702	2.95053749
2224	3.238856817	2.949963381
2225	3.237989593	2.949103819
2226	3.237512076	2.948317138
2227	3.236757539	2.947435543
2228	3.236449757	2.947108517
2229	3.235381855	2.946268423
2230	3.234776742	2.945807051
2231	3.233920297	2.944939164
2232	3.23336997	2.944438123
2233	3.232804422	2.943843554
2234	3.232166662	2.943276244
2235	3.231388111	2.942532795
2236	3.230676151	2.94173255
2237	3.230002147	2.940936813
2238	3.229692783	2.940559811
2239	3.228486208	2.939596479
2240	3.227486751	2.938814159
2241	3.226552265	2.938010111
2242	3.22597836	2.937397307
2243	3.225361156	2.936839857
2244	3.224577437	2.935949077
2245	3.223980077	2.935406517
2246	3.223459922	2.934960466
2247	3.222840986	2.934234202
2248	3.221940114	2.933420603
2249	3.22160427	2.933087885
2250	3.220967151	2.93257984
2251	3.219938099	2.93158064
2252	3.219153951	2.930857705
2253	3.218352451	2.930074794
2254	3.217465606	2.929274559
2255	3.216918732	2.928668304
2256	3.216509403	2.928301913
2257	3.215657798	2.927555059
2258	3.215257769	2.927244226
2259	3.214788473	2.926901808
2260	3.214053898	2.926265316
2261	3.21391236	2.926154369
2262	3.213237521	2.925396154
2263	3.212830864	2.92476847
2264	3.212050331	2.923933585
2265	3.211347828	2.923216542
2266	3.210825861	2.922633838
2267	3.209750768	2.921737182
2268	3.208913983	2.921185413
2269	3.20812906	2.920478289
2270	3.207657249	2.920012012
2271	3.206978281	2.919205295
2272	3.206529192	2.918736434
2273	3.205618071	2.917946372
2274	3.204938279	2.917414823
2275	3.204118939	2.916616582
2276	3.203671286	2.916194461
2277	3.20295855	2.915520785
2278	3.202207762	2.914974249
2279	3.201942346	2.914788996
2280	3.200972448	2.914011284
2281	3.200402318	2.913418309
2282	3.199439896	2.912621836
2283	3.198580566	2.911847801
2284	3.198019132	2.911383678
2285	3.19766456	2.910966862
2286	3.197012715	2.910382672
2287	3.196440572	2.909869648
2288	3.196077432	2.909632976
2289	3.195396447	2.909184268
2290	3.194811586	2.908650535
2291	3.194379636	2.90833571
2292	3.193556133	2.907630592
2293	3.193003898	2.90708285
2294	3.192237861	2.90647077
2295	3.191700826	2.905978549
2296	3.190891607	2.905338414
2297	3.190093086	2.904381358
2298	3.189369629	2.903710478
2299	3.188838816	2.903143138
2300	3.188015362	2.902253187
2301	3.187406144	2.901817681
2302	3.186523404	2.901169618
2303	3.185889985	2.900599328
2304	3.185251572	2.900000764
2305	3.184291053	2.8992228
2306	3.183825706	2.898770602
2307	3.182888712	2.897901662
2308	3.182481769	2.8975042
2309	3.181973708	2.897098778
2310	3.180998792	2.896167357
2311	3.180443459	2.895805563
2312	3.179465906	2.894884613
2313	3.178899295	2.89422776
2314	3.17839512	2.893764852
2315	3.17785325	2.893321686
2316	3.177272023	2.892814777
2317	3.176405289	2.891984133
2318	3.175564106	2.891261082
2319	3.174759274	2.890593446
2320	3.174053922	2.889818522
2321	3.173303278	2.888817518
2322	3.172296824	2.888031148
2323	3.171815996	2.887553778
2324	3.17162778	2.887454465
2325	3.171058433	2.886791059
2326	3.170662728	2.886431953
2327	3.169660161	2.885476232
2328	3.168766567	2.884634385
2329	3.16795214	2.883748861
2330	3.167395875	2.883251521
2331	3.166498626	2.882456275
2332	3.165522102	2.881607792
2333	3.164904899	2.881058864
2334	3.164445493	2.880597674
2335	3.163999929	2.88011095
2336	3.163187958	2.879535568
2337	3.162586526	2.878981217
2338	3.161818219	2.878223595
2339	3.161314687	2.877692184
2340	3.160745859	2.877177443
2341	3.160078191	2.876637805
2342	3.159365223	2.875962391
2343	3.159083496	2.875657532
2344	3.158731013	2.875289388
2345	3.158305674	2.875016588
2346	3.157433622	2.874351461
2347	3.15694843	2.873868831
2348	3.156644248	2.873583877
2349	3.156011546	2.873098228
2350	3.155687317	2.872697309
2351	3.155345634	2.872273646
2352	3.154700125	2.87168025
2353	3.153979471	2.871113377
2354	3.153523322	2.870682163
2355	3.152642035	2.869948845
2356	3.152066758	2.869417909
2357	3.151673142	2.869121742
2358	3.151329531	2.868599123
2359	3.150338332	2.867668425
2360	3.149683053	2.86696485
2361	3.149184934	2.86657965
2362	3.148243429	2.865645741
2363	3.146863754	2.864645671
2364	3.146239908	2.863944006
2365	3.145712177	2.86353269
2366	3.145709785	2.863530406
2367	3.14502937	2.862927754
2368	3.144719674	2.862646036
2369	3.143958714	2.862016412
2370	3.143389983	2.861544494
2371	3.142585209	2.860769487
2372	3.141767844	2.860022358
2373	3.141132304	2.859520368
2374	3.140385275	2.858666984
2375	3.139524782	2.857766057
2376	3.138730216	2.856965229
2377	3.138361352	2.856438297
2378	3.137964836	2.856067966
2379	3.136730078	2.85509828
2380	3.136130187	2.854550788
2381	3.135736057	2.854126098
2382	3.135311761	2.853806865
2383	3.1346476	2.853261594
2384	3.133946474	2.852836062
2385	3.133198851	2.852088124
2386	3.132842214	2.851825568
2387	3.13244701	2.851494339
2388	3.131566797	2.8507075
2389	3.131316715	2.850492467
2390	3.130545218	2.849705534
2391	3.129733813	2.848988344
2392	3.129215087	2.848630902
2393	3.128449866	2.848041761
2394	3.128107515	2.847614076
2395	3.127459527	2.846935159
2396	3.126935516	2.846492102
2397	3.126369845	2.846085673
2398	3.125398748	2.845218351
2399	3.124948043	2.844790686
2400	3.124428827	2.844470107
2401	3.123561524	2.843732278
2402	3.122778301	2.842969696
2403	3.122311012	2.842550603
2404	3.121583109	2.841902994
2405	3.121069062	2.841343585
2406	3.120234485	2.840625984
2407	3.11940812	2.839813248
2408	3.11853233	2.838866783
2409	3.117654839	2.838187944
2410	3.117061535	2.837686843
2411	3.11602102	2.836782128
2412	3.115595739	2.836476655
2413	3.114989302	2.836048753
2414	3.114250341	2.8351854
2415	3.113599499	2.83458111
2416	3.112795695	2.833850034
2417	3.111723665	2.833012557
2418	3.11110533	2.832566178
2419	3.110604872	2.831962437
2420	3.109786192	2.831248147
2421	3.108734477	2.830499838
2422	3.108097489	2.829884487
2423	3.10746859	2.829254087
2424	3.106831817	2.828651943
2425	3.106162781	2.827995292
2426	3.105663779	2.827440989
2427	3.10565788	2.827439292
2428	3.105105417	2.826795419
2429	3.104142939	2.825985881
2430	3.103620438	2.825521198
2431	3.102703247	2.824663357
2432	3.102168989	2.824127641
2433	3.101395329	2.823545035
2434	3.100897957	2.823089975
2435	3.100419414	2.822664098
2436	3.099905375	2.822205815
2437	3.099427843	2.821780427
2438	3.098965016	2.821336981
2439	3.09827175	2.820143853
2440	3.097583165	2.819309707
2441	3.096602598	2.818391912
2442	3.096028783	2.81793179
2443	3.095091344	2.817191706
2444	3.09446327	2.816641038
2445	3.093703378	2.815968755
2446	3.09298843	2.815393065
2447	3.092605514	2.815078013
2448	3.091871288	2.814323525
2449	3.091211002	2.81369141
2450	3.090351571	2.812793764
2451	3.089594343	2.812045206
2452	3.089102666	2.811685495
2453	3.088210593	2.810972605
2454	3.087374959	2.810201132
2455	3.086846453	2.809720532
2456	3.086158973	2.808962383
2457	3.085706245	2.808505413
2458	3.084795958	2.807767837
2459	3.083882443	2.807097478
2460	3.083557709	2.806791308
2461	3.082995708	2.806311436
2462	3.082553097	2.805874436
2463	3.082001983	2.805392804
2464	3.081433303	2.804882908
2465	3.080653539	2.804325412
2466	3.080313448	2.80403045
2467	3.079860828	2.803448765
2468	3.078738042	2.802559799
2469	3.078162743	2.801946391
2470	3.077284528	2.801129117
2471	3.076309416	2.800280135
2472	3.075539179	2.799520683
2473	3.075336938	2.79933277
2474	3.074662435	2.798890484
2475	3.074264939	2.798508969
2476	3.073643914	2.79772109
2477	3.072892988	2.797059769
2478	3.072048197	2.796153548
2479	3.071244492	2.795491531
2480	3.070939632	2.795137181
2481	3.070081501	2.794358735
2482	3.069690006	2.793970758
2483	3.069099832	2.793455711
2484	3.068289952	2.792639258
2485	3.067430743	2.791789854
2486	3.06694492	2.791430347
2487	3.066291867	2.790813233
2488	3.065920667	2.79037504
2489	3.064619703	2.7893146
2490	3.063393399	2.788555657
2491	3.062710868	2.78794286
2492	3.06197889	2.787200851
2493	3.061461222	2.786743133
2494	3.060894303	2.786231957
2495	3.060190165	2.785685599
2496	3.059748144	2.785304034
2497	3.059406812	2.784834717
2498	3.058322278	2.783886647
2499	3.057567445	2.783240545
2500	3.056543241	2.782439667
2501	3.05612292	2.78212581
2502	3.05527543	2.781404803
2503	3.054930605	2.780766773
2504	3.054505511	2.780409139
2505	3.05373431	2.779608501
2506	3.053068909	2.779095826
2507	3.052215356	2.778118312
2508	3.051476403	2.777488694
2509	3.050753307	2.776940733
2510	3.049880051	2.776099053
2511	3.048879217	2.775250152
2512	3.048134511	2.774718826
2513	3.047759519	2.774411937
2514	3.047466286	2.77413877
2515	3.046654089	2.773411039
2516	3.046195132	2.772826209
2517	3.045539325	2.77219924
2518	3.044976663	2.771773636
2519	3.044230181	2.771051716
2520	3.043532915	2.770497863
2521	3.04274777	2.76982061
2522	3.042494404	2.769543654
2523	3.041769507	2.769020407
2524	3.04094237	2.768290251
2525	3.040287236	2.7676778
2526	3.040004788	2.767279761
2527	3.039275609	2.766756425
2528	3.038753101	2.766244756
2529	3.037556728	2.765221111
2530	3.036696629	2.764510015
2531	3.03625796	2.764088225
2532	3.035800394	2.763562374
2533	3.035227365	2.763082221
2534	3.034897129	2.762767107
2535	3.034105029	2.762049432
2536	3.033828905	2.7618347
2537	3.033135978	2.761165657
2538	3.032492196	2.760644709
2539	3.031994508	2.760182342
2540	3.031126012	2.759484032
2541	3.030346672	2.758855427
2542	3.029607896	2.758005896
2543	3.028709668	2.757234155
2544	3.027838984	2.756496714
2545	3.027457928	2.756153445
2546	3.026678089	2.755518864
2547	3.026333396	2.755182182
2548	3.025892848	2.754837614
2549	3.025495244	2.754568668
2550	3.02487167	2.754084907
2551	3.0243567	2.75360477
2552	3.023474353	2.752885151
2553	3.022766531	2.752155913
2554	3.022188688	2.751660205
2555	3.021559279	2.750928167
2556	3.020916992	2.750440526
2557	3.020080133	2.749645599
2558	3.019494036	2.749114881
2559	3.018853639	2.74822784
2560	3.018023139	2.747494331
2561	3.016835625	2.746631479
2562	3.015993812	2.745828076
2563	3.014959587	2.745050431
2564	3.014467463	2.744485487
2565	3.014012448	2.744050132
2566	3.012900751	2.743285041
2567	3.011976197	2.742423268
2568	3.011229176	2.74180072
2569	3.010128326	2.741007324
2570	3.00946204	2.740239354
2571	3.008582157	2.739447567
2572	3.008082184	2.739101974
2573	3.007432247	2.738327633
2574	3.006410154	2.737541856
2575	3.005420295	2.736640129
2576	3.004425231	2.735626827
2577	3.004159882	2.735416063
2578	3.003300977	2.734576065
2579	3.002295694	2.733511535
2580	3.001633483	2.732945581
2581	3.00105354	2.73247188
2582	3.000239886	2.731805818
2583	2.9995388	2.731183182
2584	2.998949107	2.730638157
2585	2.998093644	2.729757469
2586	2.997641407	2.729319766
2587	2.996772313	2.728557919
2588	2.996348009	2.728101205
2589	2.995567486	2.727489254
2590	2.994745676	2.726885133
2591	2.994049796	2.72638026
2592	2.993458483	2.725923576
2593	2.992603053	2.725115875
2594	2.99191287	2.724680772
2595	2.991083899	2.723741115
2596	2.990625041	2.723283297
2597	2.990058981	2.72275369
2598	2.989587443	2.722306015
2599	2.98904959	2.721789221
2600	2.988199066	2.721066119
2601	2.987879994	2.720635985
2602	2.986996918	2.719947555
2603	2.985977044	2.71918247
2604	2.985351899	2.718767504
2605	2.984593041	2.717967805
2606	2.983971253	2.717332711
2607	2.98326948	2.716573754
2608	2.982589804	2.715926956
2609	2.982028251	2.715450161
2610	2.981059371	2.714560612
2611	2.980171103	2.713705819
2612	2.979491133	2.713031792
2613	2.978785172	2.712157845
2614	2.97829304	2.711644207
2615	2.977718394	2.711019424
2616	2.977321628	2.710723533
2617	2.976722757	2.710184039
2618	2.976082892	2.709577338
2619	2.975525984	2.709096815
2620	2.97517568	2.708848778
2621	2.974883374	2.7085711
2622	2.974326213	2.708014218
2623	2.973636856	2.707372856
2624	2.97318805	2.706986468
2625	2.972507543	2.706378437
2626	2.971663994	2.705584001
2627	2.971187112	2.705127358
2628	2.970527438	2.704624264
2629	2.970069394	2.704121833
2630	2.969586108	2.703614427
2631	2.968867249	2.702871707
2632	2.968202804	2.70235372
2633	2.967688316	2.701996124
2634	2.967271614	2.701569646
2635	2.966781482	2.701191243
2636	2.965938398	2.700428004
2637	2.965444038	2.700079506
2638	2.964625687	2.699407637
2639	2.963911039	2.698576719
2640	2.963186491	2.698050506
2641	2.962549616	2.697517222
2642	2.96218726	2.696932052
2643	2.961488866	2.696358949
2644	2.960882552	2.695844779
2645	2.960162075	2.695238703
2646	2.959727903	2.694759777
2647	2.958999633	2.694232241
2648	2.958629431	2.693704527
2649	2.958021039	2.693105014
2650	2.957168404	2.692458163
2651	2.956586842	2.691791401
2652	2.955817507	2.691147223
2653	2.955455986	2.690676396
2654	2.954302011	2.689732142
2655	2.953256977	2.688988999
2656	2.952594658	2.688391326
2657	2.952087836	2.688087634
2658	2.951242284	2.687260939
2659	2.95039949	2.686527738
2660	2.949700351	2.685977928
2661	2.949052215	2.685466274
2662	2.948597935	2.684931211
2663	2.948149634	2.684256586
2664	2.947442843	2.683543108
2665	2.946965769	2.683096032
2666	2.946763318	2.682810348
2667	2.946469568	2.682511689
2668	2.945595479	2.681797152
2669	2.944900765	2.681230036
2670	2.944307577	2.680776996
2671	2.943676301	2.680279555
2672	2.942928691	2.679683945
2673	2.942135535	2.678795815
2674	2.941047116	2.67775264
2675	2.940295796	2.676884946
2676	2.939492447	2.676160742
2677	2.938593984	2.675320046
2678	2.938081179	2.674913766
2679	2.937671546	2.674631666
2680	2.937261219	2.674146199
2681	2.936563784	2.673533425
2682	2.935829519	2.672963408
2683	2.934573816	2.671635259
2684	2.934229494	2.671203813
2685	2.933251179	2.670399916
2686	2.932364441	2.66949797
2687	2.931656851	2.668863371
2688	2.931253205	2.668506564
2689	2.930766752	2.668069032
2690	2.930594705	2.667906541
2691	2.930062731	2.667460079
2692	2.929609216	2.667039235
2693	2.928860884	2.666584744
2694	2.928178493	2.665855871
2695	2.927992798	2.665425227
2696	2.927359179	2.665024185
2697	2.926633634	2.664428868
2698	2.926152365	2.664001379
2699	2.925678345	2.66348223
2700	2.925182578	2.662906931
2701	2.924649646	2.662399243
2702	2.92412183	2.661898957
2703	2.923323918	2.661097067
2704	2.922727489	2.660661044
2705	2.922229266	2.660192702
2706	2.921925796	2.659710702
2707	2.921528756	2.65929547
2708	2.920966511	2.658846829
2709	2.920487418	2.65842638
2710	2.919439391	2.657518813
2711	2.918991006	2.657048407
2712	2.9181501	2.656189073
2713	2.917678102	2.655614227
2714	2.916882437	2.655050766
2715	2.916596663	2.654684379
2716	2.916184493	2.654272849
2717	2.915876762	2.653965131
2718	2.915807521	2.653910992
2719	2.915223219	2.653443993
2720	2.914245539	2.652589264
2721	2.913877931	2.65227055
2722	2.913347747	2.651768807
2723	2.912819514	2.651272074
2724	2.912030588	2.650591395
2725	2.911215188	2.649739424
2726	2.910170116	2.649011905
2727	2.909340715	2.648412269
2728	2.909104989	2.648200643
2729	2.908320681	2.647496539
2730	2.907669286	2.646833348
2731	2.907219611	2.646391687
2732	2.906721603	2.645989777
2733	2.90637632	2.645632417
2734	2.905471514	2.64477333
2735	2.905021158	2.644373277
2736	2.904419577	2.643760003
2737	2.903835048	2.643304612
2738	2.903114919	2.642684779
2739	2.902328231	2.642194926
2740	2.901951837	2.641670685
2741	2.901538644	2.641327412
2742	2.901193985	2.640989445
2743	2.900753853	2.640516624
2744	2.900311305	2.639930959
2745	2.899810492	2.63943891
2746	2.899019273	2.638933327
2747	2.898684429	2.638668869
2748	2.89800909	2.638095895
2749	2.897368266	2.637576374
2750	2.896614915	2.63672687
2751	2.896133626	2.63624349
2752	2.895558612	2.635852236
2753	2.895119324	2.635412356
2754	2.894756781	2.635134928
2755	2.894071183	2.634631467
2756	2.893427529	2.634154619
2757	2.893183868	2.633973335
2758	2.892574539	2.633376244
2759	2.89170868	2.632709797
2760	2.891235391	2.632177827
2761	2.890529985	2.631677251
2762	2.890000742	2.631280632
2763	2.889717821	2.631007265
2764	2.889430067	2.630576658
2765	2.88904314	2.630111512
2766	2.888517788	2.629646774
2767	2.888316617	2.629446844
2768	2.887360642	2.628554404
2769	2.88688569	2.628160574
2770	2.886239229	2.627627465
2771	2.885845763	2.627307625
2772	2.885483995	2.626817398
2773	2.88509021	2.626393333
2774	2.884129687	2.625540386
2775	2.883653775	2.625067277
2776	2.88298186	2.62448602
2777	2.882607734	2.624206126
2778	2.881929165	2.623752429
2779	2.881562996	2.623359549
2780	2.880772177	2.622608931
2781	2.880368639	2.622169008
2782	2.879913437	2.621671828
2783	2.879369382	2.621253425
2784	2.879012278	2.620717172
2785	2.878349258	2.620131917
2786	2.877231172	2.619109529
2787	2.876203545	2.618070742
2788	2.875645583	2.61744872
2789	2.875075769	2.61701322
2790	2.874627858	2.616741359
2791	2.87369985	2.615962622
2792	2.873154934	2.615565119
2793	2.872722525	2.615154879
2794	2.87242408	2.614944402
2795	2.87198664	2.614406573
2796	2.871881568	2.614312554
2797	2.871207147	2.613719883
2798	2.870573275	2.613229407
2799	2.869953556	2.612570528
2800	2.86933635	2.612107214
2801	2.86915495	2.611749983
2802	2.868951383	2.611441778
2803	2.868299741	2.610937122
2804	2.867980072	2.610668258
2805	2.867460968	2.610151691
2806	2.866661753	2.609452268
2807	2.866362622	2.609127509
2808	2.865744026	2.608657306
2809	2.865253819	2.608102569
2810	2.864617593	2.60756543
2811	2.863878173	2.606941723
2812	2.863076366	2.606170242
2813	2.862475787	2.605761857
2814	2.862183884	2.605430361
2815	2.86193484	2.605195925
2816	2.861368842	2.604742268
2817	2.860753298	2.604338773
2818	2.860244986	2.603966209
2819	2.859380539	2.603200677
2820	2.858988929	2.602731923
2821	2.858546599	2.60240891
2822	2.858043644	2.601977469
2823	2.857517025	2.601461358
2824	2.856988469	2.600872859
2825	2.856323398	2.6003516
2826	2.855772584	2.599799418
2827	2.854972102	2.599143003
2828	2.854233467	2.598558267
2829	2.853665744	2.598052912
2830	2.852918574	2.59738977
2831	2.852219472	2.596911657
2832	2.85162797	2.596379583
2833	2.85136969	2.596188944
2834	2.850588845	2.595497039
2835	2.850100147	2.59512612
2836	2.849359733	2.59447681
2837	2.848783309	2.594041167
2838	2.848276179	2.593542731
2839	2.84769574	2.592959032
2840	2.847006054	2.592474584
2841	2.846360805	2.591962994
2842	2.845870498	2.591550506
2843	2.845274285	2.591156321
2844	2.844705998	2.590715312
2845	2.844395709	2.590267672
2846	2.843838262	2.589543862
2847	2.843152232	2.588998297
2848	2.842605593	2.588279069
2849	2.842261606	2.587877892
2850	2.841683367	2.587191702
2851	2.841129189	2.586690332
2852	2.840453717	2.586141819
2853	2.839537687	2.585389287
2854	2.838991959	2.584905937
2855	2.838569894	2.584496086
2856	2.837955815	2.584008954
2857	2.837404335	2.583459797
2858	2.836645856	2.58282987
2859	2.836139965	2.582358844
2860	2.83578681	2.58199259
2861	2.835421082	2.581633036
2862	2.834805829	2.581126311
2863	2.83426765	2.580450105
2864	2.833536184	2.57998987
2865	2.833188449	2.579608211
2866	2.832433023	2.578958921
2867	2.831898736	2.578577588
2868	2.831529627	2.578215056
2869	2.830880001	2.577615489
2870	2.83032812	2.577224597
2871	2.829737982	2.576790825
2872	2.829018037	2.576292946
2873	2.828320004	2.575722292
2874	2.827336873	2.574920309
2875	2.826783856	2.574374333
2876	2.826563012	2.574158839
2877	2.825940465	2.573714455
2878	2.825297828	2.573058554
2879	2.824828091	2.572550654
2880	2.824204671	2.572030911
2881	2.823898739	2.571775511
2882	2.823004169	2.571114953
2883	2.822545219	2.570654644
2884	2.82193027	2.570042748
2885	2.821514679	2.569660874
2886	2.82078225	2.569052847
2887	2.82015481	2.568431557
2888	2.81988562	2.568095364
2889	2.819242171	2.567640426
2890	2.818724265	2.567137326
2891	2.818447134	2.566845973
2892	2.817729669	2.566237569
2893	2.817018603	2.56561109
2894	2.816227326	2.564892982
2895	2.815655958	2.564402984
2896	2.814804626	2.563568386
2897	2.814441983	2.563262764
2898	2.813936788	2.562740056
2899	2.813682908	2.562463421
2900	2.812814484	2.561654136
2901	2.812466075	2.561302788
2902	2.812056757	2.560890142
2903	2.811242081	2.560248845
2904	2.810736318	2.559712913
2905	2.809885111	2.559095383
2906	2.809574446	2.558621091
2907	2.808839802	2.558042554
2908	2.808167554	2.557484627
2909	2.807345166	2.556783316
2910	2.806541061	2.556145736
2911	2.806151944	2.555759263
2912	2.805497077	2.555185514
2913	2.804342817	2.554327271
2914	2.803759649	2.553761387
2915	2.80316904	2.553215673
2916	2.802387638	2.552551984
2917	2.802149531	2.552369874
2918	2.801856298	2.552170394
2919	2.801310549	2.551520524
2920	2.801125029	2.551379497
2921	2.800520639	2.550786403
2922	2.800009459	2.550239889
2923	2.799407464	2.549755674
2924	2.798807107	2.549234841
2925	2.798473875	2.548794702
2926	2.797854552	2.548185472
2927	2.79710323	2.54754214
2928	2.79670153	2.547170113
2929	2.796091397	2.54668667
2930	2.795458785	2.546128792
2931	2.794830013	2.545650881
2932	2.794554088	2.545427625
2933	2.793795668	2.544737949
2934	2.792941564	2.544180778
2935	2.792378044	2.543559135
2936	2.792005353	2.542966531
2937	2.791617138	2.542624308
2938	2.791105255	2.542192962
2939	2.7906051	2.541827451
2940	2.790264947	2.541399524
2941	2.789684203	2.54101298
2942	2.789409638	2.540670815
2943	2.788795129	2.540217699
2944	2.788047776	2.539530556
2945	2.787663575	2.539111866
2946	2.786980264	2.538531807
2947	2.786542674	2.538116137
2948	2.785780179	2.537437094
2949	2.785208464	2.536905519
2950	2.784576711	2.536381102
2951	2.784009834	2.535798347
2952	2.783557949	2.535373225
2953	2.783124173	2.535011712
2954	2.782723025	2.534581803
2955	2.782048971	2.534016011
2956	2.78162935	2.533517309
2957	2.780749364	2.532677266
2958	2.780235164	2.532316836
2959	2.779619764	2.531871511
2960	2.779115926	2.531385983
2961	2.778472534	2.53076183
2962	2.777759514	2.530131136
2963	2.777364846	2.529671885
2964	2.777131552	2.529467267
2965	2.776500539	2.528892448
2966	2.775920343	2.528416757
2967	2.775589153	2.528030686
2968	2.775285691	2.527786039
2969	2.774956615	2.527312159
2970	2.774672268	2.527027816
2971	2.774054054	2.526489724
2972	2.77359241	2.526143164
2973	2.773039339	2.525664305
2974	2.77219884	2.525089844
2975	2.771569943	2.524600555
2976	2.771076967	2.524038169
2977	2.770659255	2.523594527
2978	2.769882082	2.522964643
2979	2.769508517	2.522602873
2980	2.769017535	2.522124122
2981	2.76868936	2.521759338
